play_id,played_at,artist_name,track_name,genre,country,minutes_played,device,skipped
71,2024-01-19,Fjord & Flint,Midnight Kitchen,Folk,Norway,1.08,phone,0
72,2024-01-19,Yuki Tanaka Trio,Golden Window,Jazz,Japan,9.23,laptop,0
73,2024-01-19,Selva Alta,Harbour Orbit,Latin,Peru,2.93,phone,0
74,2024-01-19,Fjord & Flint,Northern Avenue,Folk,Norway,4.36,phone,0
75,2024-01-20,Northern Signal,Salt Lines,Electronic,Norway,4.06,phone,0
76,2024-01-20,Salon Mécanique,Hollow Parade,Jazz,Belgium,9.04,phone,0
77,2024-01-20,Fjord & Flint,Blue Traffic,Folk,Norway,3.08,laptop,0
78,2024-01-20,Sara Lindqvist,Quiet Harbour,Pop,Sweden,3.79,phone,0
79,2024-01-21,Yuki Tanaka Trio,Winter Parade,Jazz,Japan,7.95,laptop,0
80,2024-01-21,Glass Tram,Amber Ferry,Electronic,Germany,7.11,phone,0
81,2024-01-21,Bright Utility,Bright Letters,Indie,United Kingdom,0.86,laptop,1
82,2024-01-21,Kito Ndungu,Amber Kitchen,Afrobeat,Kenya,3.15,speaker,0
83,2024-01-21,Luz de Enero,Velvet Harbour,Latin,Spain,3.18,phone,0
84,2024-01-21,Fjord & Flint,Northern Avenue,Folk,Norway,0.49,phone,1
85,2024-01-22,Hollow Pines,Winter Traffic,Folk,United States,3.68,phone,0
86,2024-01-22,Sara Lindqvist,Golden Harbour,Pop,Sweden,1.28,phone,0
87,2024-01-23,Glass Tram,Broken Lines,Electronic,Germany,6.18,phone,0
88,2024-01-23,Fjord & Flint,Golden Garden,Folk,Norway,4.08,speaker,0
89,2024-01-23,Yuki Tanaka Trio,Northern Window,Jazz,Japan,5.92,phone,0
90,2024-01-23,DJ Kompas,Electric Mornings,Electronic,Netherlands,4.71,phone,0
91,2024-01-23,Bright Utility,Bright Letters,Indie,United Kingdom,3.2,car,0
92,2024-01-23,Fjord & Flint,Summer Wires,Folk,Norway,4.32,laptop,0
93,2024-01-24,Brannon Hill,Northern Machines,Folk,Ireland,2.37,laptop,0
94,2024-01-24,Kanto Kids,Slow Garden,Pop,Philippines,2.53,laptop,0
95,2024-01-24,Fjord & Flint,Blue Ferry,Folk,Norway,3.35,speaker,0
96,2024-01-24,The Quiet Wires,Northern Tape,Rock,United States,4.12,phone,0
97,2024-01-25,Casa Tropicana,Hollow Tape,Latin,Cuba,2.64,phone,0
98,2024-01-26,Static Meadow,Bright Traffic,Rock,United States,4.61,phone,0
99,2024-01-26,Rosewood Lane,Summer Signal,Folk,United Kingdom,2.67,laptop,0
100,2024-01-27,Sara Lindqvist,Slow Mornings,Pop,Sweden,3.65,car,0
101,2024-01-27,Sara Lindqvist,Slow Mornings,Pop,Sweden,4.83,phone,0
102,2024-01-27,Glass Tram,Broken Lines,Electronic,Germany,3.25,phone,0
103,2024-01-28,Northern Signal,Golden Machines,Electronic,Norway,1.8,car,1
104,2024-01-28,Glass Tram,Salt Lines,Electronic,Germany,4.51,laptop,0
105,2024-01-28,Northern Signal,Bright Avenue,Electronic,Norway,5.09,laptop,0
106,2024-01-28,Sara Lindqvist,Northern Radio,Pop,Sweden,1.93,laptop,0
107,2024-01-29,Selva Alta,Harbour Lines,Latin,Peru,1.85,laptop,0
108,2024-01-29,DJ Kompas,Quiet Orbit,Electronic,Netherlands,4.12,laptop,0
109,2024-01-29,Yuki Tanaka Trio,Northern Lines,Jazz,Japan,6.05,laptop,0
110,2024-01-29,DJ Kompas,Golden Weather,Electronic,Netherlands,4.36,laptop,0
111,2024-01-30,Hollow Pines,Salt Harbour,Folk,United States,3.19,laptop,0
112,2024-01-30,Fjord & Flint,Blue Ferry,Folk,Norway,2.35,phone,0
113,2024-01-30,Hertz Garden,Broken Kitchen,Electronic,Germany,2.47,laptop,1
114,2024-01-31,Glass Tram,Salt Lines,Electronic,Germany,7.94,phone,0
115,2024-01-31,Neon Harbour,Blue Traffic,Electronic,Netherlands,3.39,laptop,0
116,2024-01-31,Fjord & Flint,Broken Radio,Folk,Norway,2.79,phone,0
117,2024-01-31,DJ Kompas,Midnight Weather,Electronic,Netherlands,4.61,speaker,0
118,2024-01-31,Yuki Tanaka Trio,Northern Lines,Jazz,Japan,7.51,car,0
119,2024-01-31,DJ Kompas,Paper Rooms,Electronic,Netherlands,7.03,phone,0
120,2024-02-01,Static Meadow,Northern Avenue,Rock,United States,0.87,laptop,1
121,2024-02-01,Fjord & Flint,Broken Radio,Folk,Norway,6.33,car,0
122,2024-02-02,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,4.54,phone,0
123,2024-02-02,Glass Tram,Amber Ferry,Electronic,Germany,2.98,phone,0
124,2024-02-02,Basement Cartography,Summer Orbit,Indie,Canada,4.28,phone,0
125,2024-02-03,Northern Signal,Electric Avenue,Electronic,Norway,6.09,laptop,0
126,2024-02-03,Hollow Pines,Amber Lines,Folk,United States,3.4,speaker,0
127,2024-02-03,Lagos Tape Club,Bright Wires,Afrobeat,Nigeria,4.62,phone,0
128,2024-02-03,Fjord & Flint,Golden Garden,Folk,Norway,1.83,laptop,0
129,2024-02-03,Selva Alta,Electric Letters,Latin,Peru,3.81,phone,0
130,2024-02-04,Fjord & Flint,Blue Avenue,Folk,Norway,3.08,phone,0
131,2024-02-04,Selva Alta,Harbour Lines,Latin,Peru,0.95,phone,1
132,2024-02-05,Glass Tram,Salt Lines,Electronic,Germany,4.92,phone,0
133,2024-02-06,Fjord & Flint,Blue Avenue,Folk,Norway,4.21,phone,0
134,2024-02-06,Yuki Tanaka Trio,Golden Window,Jazz,Japan,7.62,laptop,0
135,2024-02-07,Fjord & Flint,Northern Avenue,Folk,Norway,3.34,car,0
136,2024-02-07,Fjord & Flint,Summer Wires,Folk,Norway,1.79,phone,0
137,2024-02-08,Yuki Tanaka Trio,Harbour Season,Jazz,Japan,7.27,phone,0
138,2024-02-08,Circuit Sparrow,Winter Window,Electronic,Japan,7.39,laptop,0
139,2024-02-08,The Quiet Wires,Harbour Orbit,Rock,United States,2.13,phone,0
140,2024-02-09,Brannon Hill,Northern Machines,Folk,Ireland,4.95,phone,0
141,2024-02-09,DJ Kompas,Paper Rooms,Electronic,Netherlands,8.44,laptop,0
142,2024-02-09,The Quiet Wires,Golden Season,Rock,United States,2.71,laptop,0
143,2024-02-10,DJ Kompas,Quiet Orbit,Electronic,Netherlands,4.37,laptop,0
144,2024-02-10,Odessa Brass,Golden Avenue,Jazz,Ukraine,9.42,phone,0
145,2024-02-10,The Long Commute,Northern Window,Indie,Netherlands,2.89,phone,0
146,2024-02-11,Sara Lindqvist,Northern Radio,Pop,Sweden,2.14,phone,0
147,2024-02-11,Sara Lindqvist,Electric Weather,Pop,Sweden,0.63,laptop,1
148,2024-02-11,Basement Cartography,Summer Orbit,Indie,Canada,2.98,phone,0
149,2024-02-11,Lagos Tape Club,Winter Rooms,Afrobeat,Nigeria,1.47,tablet,0
150,2024-02-11,Rosewood Lane,Summer Signal,Folk,United Kingdom,3.01,phone,0
151,2024-02-12,Lagos Tape Club,Bright Wires,Afrobeat,Nigeria,4.53,phone,0
152,2024-02-12,Rosewood Lane,Paper Mornings,Folk,United Kingdom,1.34,phone,0
153,2024-02-12,DJ Kompas,Golden Weather,Electronic,Netherlands,8.04,tablet,0
154,2024-02-13,DJ Kompas,Midnight Weather,Electronic,Netherlands,5.32,phone,0
155,2024-02-13,DJ Kompas,Bright Ferry,Electronic,Netherlands,4.5,phone,0
156,2024-02-13,The Slow Ferry,Velvet Season,Indie,Ireland,4.66,phone,0
157,2024-02-14,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,3.75,laptop,0
158,2024-02-14,Fjord & Flint,Open Orbit,Folk,Norway,3.56,laptop,0
159,2024-02-14,Selva Alta,Static Kitchen,Latin,Peru,3.14,phone,0
160,2024-02-14,The Quiet Wires,Harbour Orbit,Rock,United States,4.8,laptop,0
161,2024-02-15,Sara Lindqvist,Slow Mornings,Pop,Sweden,0.81,phone,1
162,2024-02-15,Sara Lindqvist,Summer Tape,Pop,Sweden,2.0,phone,0
163,2024-02-15,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,7.32,laptop,0
164,2024-02-15,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,4.14,phone,0
165,2024-02-15,Glass Tram,Broken Mornings,Electronic,Germany,4.41,laptop,0
166,2024-02-15,DJ Kompas,Golden Weather,Electronic,Netherlands,8.08,speaker,0
167,2024-02-16,Basement Cartography,Summer Orbit,Indie,Canada,3.26,speaker,0
168,2024-02-16,Sara Lindqvist,Electric Weather,Pop,Sweden,4.13,phone,0
169,2024-02-16,DJ Kompas,Paper Rooms,Electronic,Netherlands,2.79,phone,0
170,2024-02-16,Fjord & Flint,Northern Avenue,Folk,Norway,5.7,laptop,0
171,2024-02-16,Luz de Enero,Static Machines,Latin,Spain,3.8,phone,0
172,2024-02-17,Glass Tram,Salt Lines,Electronic,Germany,6.95,laptop,0
173,2024-02-17,Fjord & Flint,Blue Avenue,Folk,Norway,4.41,phone,0
174,2024-02-17,Glass Tram,Broken Lines,Electronic,Germany,7.61,phone,0
175,2024-02-19,Sara Lindqvist,Broken Kitchen,Pop,Sweden,4.95,speaker,0
176,2024-02-19,DJ Kompas,Bright Ferry,Electronic,Netherlands,5.94,laptop,0
177,2024-02-19,Rosewood Lane,Amber Signal,Folk,United Kingdom,5.66,phone,0
178,2024-02-19,Lagos Tape Club,Winter Rooms,Afrobeat,Nigeria,2.46,car,0
179,2024-02-21,DJ Kompas,Electric Mornings,Electronic,Netherlands,6.83,phone,0
180,2024-02-21,Fjord & Flint,Golden Garden,Folk,Norway,0.4,phone,1
181,2024-02-21,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,0.81,phone,1
182,2024-02-22,Northern Signal,Velvet Wires,Electronic,Norway,4.55,phone,0
183,2024-02-23,Kito Ndungu,Hollow Machines,Afrobeat,Kenya,3.9,phone,0
184,2024-02-23,Sara Lindqvist,Northern Radio,Pop,Sweden,3.89,phone,0
185,2024-02-23,Orquesta Bellavista,Broken Weather,Latin,Colombia,4.21,phone,0
186,2024-02-24,Static Meadow,Static Signal,Rock,United States,4.56,phone,0
187,2024-02-24,Basement Cartography,Velvet Kitchen,Indie,Canada,4.52,phone,0
188,2024-02-25,Sara Lindqvist,Northern Radio,Pop,Sweden,4.32,laptop,0
189,2024-02-25,The Quiet Wires,Quiet Rooms,Rock,United States,5.95,phone,0
190,2024-02-25,The Paper Kites Society,Harbour Rooms,Indie,Australia,1.02,laptop,1
191,2024-02-25,DJ Kompas,Paper Rooms,Electronic,Netherlands,4.74,phone,0
192,2024-02-26,DJ Kompas,Electric Mornings,Electronic,Netherlands,7.64,phone,0
193,2024-02-27,Sara Lindqvist,Electric Weather,Pop,Sweden,1.65,laptop,0
194,2024-02-27,Nora Whitlock,Golden Tape,Pop,United States,5.66,laptop,0
195,2024-02-28,Rosewood Lane,Amber Signal,Folk,United Kingdom,5.67,phone,0
196,2024-02-28,The Long Commute,Amber Kitchen,Indie,Netherlands,3.42,phone,0
197,2024-02-28,Mireille Basset,Harbour Machines,Jazz,France,2.62,laptop,1
198,2024-02-29,Fjord & Flint,Northern Avenue,Folk,Norway,2.5,laptop,0
199,2024-02-29,Static Meadow,Broken Season,Rock,United States,4.19,phone,0
200,2024-02-29,DJ Kompas,Electric Mornings,Electronic,Netherlands,4.81,phone,0
201,2024-03-01,DJ Kompas,Quiet Orbit,Electronic,Netherlands,0.91,laptop,1
202,2024-03-01,Rosewood Lane,Summer Signal,Folk,United Kingdom,5.01,phone,0
203,2024-03-01,Brannon Hill,Electric Parade,Folk,Ireland,2.05,laptop,0
204,2024-03-01,The Slow Ferry,Amber Mornings,Indie,Ireland,3.18,phone,0
205,2024-03-02,Casa Tropicana,Hollow Tape,Latin,Cuba,1.45,phone,0
206,2024-03-02,Sara Lindqvist,Slow Mornings,Pop,Sweden,5.42,phone,0
207,2024-03-02,Glass Tram,Amber Ferry,Electronic,Germany,5.0,laptop,0
208,2024-03-02,Yuki Tanaka Trio,Golden Machines,Jazz,Japan,8.04,phone,0
209,2024-03-03,Fjord & Flint,Open Orbit,Folk,Norway,4.6,speaker,0
210,2024-03-04,Neon Harbour,Blue Signal,Electronic,Netherlands,4.75,phone,0
211,2024-03-04,DJ Kompas,Golden Weather,Electronic,Netherlands,8.27,phone,0
212,2024-03-04,The Long Commute,Northern Window,Indie,Netherlands,2.56,speaker,0
213,2024-03-05,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,3.19,phone,0
214,2024-03-05,DJ Kompas,Golden Weather,Electronic,Netherlands,7.61,phone,0
215,2024-03-05,Fjord & Flint,Summer Wires,Folk,Norway,4.05,phone,0
216,2024-03-05,Selva Alta,Open Orbit,Latin,Peru,2.91,phone,0
217,2024-03-05,Static Meadow,Winter Mornings,Rock,United States,5.2,laptop,0
218,2024-03-06,Rosewood Lane,Slow Rooms,Folk,United Kingdom,0.28,speaker,1
219,2024-03-06,Fjord & Flint,Summer Wires,Folk,Norway,4.51,laptop,0
220,2024-03-07,The Slow Ferry,Bright Rooms,Indie,Ireland,3.61,laptop,0
221,2024-03-07,Casa Tropicana,Hollow Tape,Latin,Cuba,1.58,speaker,0
222,2024-03-07,Static Meadow,Broken Season,Rock,United States,3.55,tablet,0
223,2024-03-08,DJ Kompas,Midnight Weather,Electronic,Netherlands,5.02,phone,0
224,2024-03-08,Brannon Hill,Bright Mornings,Folk,Ireland,5.14,phone,0
225,2024-03-08,Marta Oliveira,Paper Avenue,Jazz,Portugal,6.43,laptop,0
226,2024-03-08,DJ Kompas,Midnight Weather,Electronic,Netherlands,7.78,tablet,0
227,2024-03-08,Marta Oliveira,Electric Window,Jazz,Portugal,7.75,phone,0
228,2024-03-08,Basement Cartography,Velvet Kitchen,Indie,Canada,6.41,phone,0
229,2024-03-08,The Slow Ferry,Iron Weather,Indie,Ireland,0.48,tablet,1
230,2024-03-09,Brannon Hill,Midnight Kitchen,Folk,Ireland,1.38,speaker,1
231,2024-03-09,DJ Kompas,Paper Signal,Electronic,Netherlands,5.46,laptop,0
232,2024-03-09,Orquesta Bellavista,Broken Weather,Latin,Colombia,3.73,phone,0
233,2024-03-09,Glass Tram,Broken Mornings,Electronic,Germany,5.33,laptop,0
234,2024-03-10,Glass Tram,Broken Lines,Electronic,Germany,6.0,phone,0
235,2024-03-10,Mango Static,Static Wires,Latin,Brazil,5.03,phone,0
236,2024-03-10,Selva Alta,Electric Letters,Latin,Peru,2.5,laptop,0
237,2024-03-10,Rosewood Lane,Amber Signal,Folk,United Kingdom,4.11,phone,0
238,2024-03-11,Brannon Hill,Midnight Kitchen,Folk,Ireland,4.45,phone,0
239,2024-03-11,Northern Signal,Velvet Wires,Electronic,Norway,1.05,laptop,1
240,2024-03-11,Static Meadow,Amber Tape,Rock,United States,5.15,speaker,0
241,2024-03-12,Yuki Tanaka Trio,Winter Parade,Jazz,Japan,9.38,laptop,0
242,2024-03-13,Sara Lindqvist,Golden Harbour,Pop,Sweden,2.68,car,0
243,2024-03-14,The Paper Kites Society,Velvet Garden,Indie,Australia,5.09,phone,0
244,2024-03-14,Rosewood Lane,Electric Weather,Folk,United Kingdom,3.61,car,0
245,2024-03-14,Basement Cartography,Summer Season,Indie,Canada,5.12,speaker,0
246,2024-03-14,Northern Signal,Salt Lines,Electronic,Norway,5.53,speaker,0
247,2024-03-14,Fjord & Flint,Open Orbit,Folk,Norway,4.86,phone,0
248,2024-03-15,Fjord & Flint,Open Orbit,Folk,Norway,3.54,phone,0
249,2024-03-15,The Slow Ferry,Velvet Season,Indie,Ireland,4.55,speaker,0
250,2024-03-15,Static Meadow,Bright Traffic,Rock,United States,2.94,speaker,0
251,2024-03-16,DJ Kompas,Quiet Orbit,Electronic,Netherlands,0.96,phone,1
252,2024-03-16,Glass Tram,Salt Lines,Electronic,Germany,4.47,phone,0
253,2024-03-16,Fjord & Flint,Broken Radio,Folk,Norway,1.4,phone,0
254,2024-03-17,Bright Utility,Bright Letters,Indie,United Kingdom,3.1,car,0
255,2024-03-17,Hertz Garden,Broken Kitchen,Electronic,Germany,0.24,phone,1
256,2024-03-18,Sara Lindqvist,Summer Tape,Pop,Sweden,0.88,laptop,1
257,2024-03-19,Basement Cartography,Iron Traffic,Indie,Canada,0.15,phone,1
258,2024-03-19,Hertz Garden,Blue Orbit,Electronic,Germany,3.25,car,0
259,2024-03-19,Basement Cartography,Velvet Kitchen,Indie,Canada,3.38,phone,0
260,2024-03-19,The Paper Kites Society,Amber Window,Indie,Australia,1.32,phone,0
261,2024-03-19,Static Meadow,Winter Mornings,Rock,United States,4.55,speaker,0
262,2024-03-20,Lagos Tape Club,Winter Rooms,Afrobeat,Nigeria,4.53,speaker,0
263,2024-03-20,Hollow Pines,Salt Harbour,Folk,United States,4.02,phone,0
264,2024-03-20,Rosewood Lane,Golden Garden,Folk,United Kingdom,4.34,phone,0
265,2024-03-20,Static Meadow,Amber Tape,Rock,United States,0.64,phone,1
266,2024-03-21,Fjord & Flint,Midnight Kitchen,Folk,Norway,4.18,speaker,0
267,2024-03-21,Sara Lindqvist,Slow Mornings,Pop,Sweden,0.69,speaker,1
268,2024-03-21,Luz de Enero,Paper Window,Latin,Spain,2.96,tablet,0
269,2024-03-21,Orquesta Bellavista,Paper Signal,Latin,Colombia,3.61,phone,0
270,2024-03-21,Lagos Tape Club,Open Radio,Afrobeat,Nigeria,2.5,phone,0
271,2024-03-22,Northern Signal,Salt Lines,Electronic,Norway,6.05,phone,0
272,2024-03-22,Glass Tram,Broken Mornings,Electronic,Germany,1.62,phone,1
273,2024-03-22,Bright Utility,Broken Machines,Indie,United Kingdom,5.01,laptop,0
274,2024-03-22,Northern Signal,Bright Avenue,Electronic,Norway,6.49,car,0
275,2024-03-23,Basement Cartography,Paper Kitchen,Indie,Canada,5.34,phone,0
276,2024-03-23,Static Meadow,Broken Season,Rock,United States,4.67,laptop,0
277,2024-03-23,Bright Utility,Winter Window,Indie,United Kingdom,2.7,speaker,0
278,2024-03-24,The Long Commute,Amber Kitchen,Indie,Netherlands,3.46,tablet,0
279,2024-03-24,Amara Diallo,Slow Weather,Afrobeat,Senegal,4.21,phone,0
280,2024-03-24,Sara Lindqvist,Midnight Orbit,Pop,Sweden,3.74,phone,0
281,2024-03-24,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,4.35,car,0
282,2024-03-24,Basement Cartography,Paper Kitchen,Indie,Canada,0.46,phone,0
283,2024-03-24,Nora Whitlock,Bright Garden,Pop,United States,0.15,speaker,1
284,2024-03-24,Orquesta Bellavista,Slow Rooms,Latin,Colombia,4.28,tablet,0
285,2024-03-24,Fjord & Flint,Broken Radio,Folk,Norway,1.89,laptop,0
286,2024-03-24,Marta Oliveira,Static Wires,Jazz,Portugal,7.22,speaker,0
287,2024-03-24,Glass Tram,Salt Lines,Electronic,Germany,5.0,car,0
288,2024-03-24,DJ Kompas,Bright Ferry,Electronic,Netherlands,6.49,phone,0
289,2024-03-25,Orquesta Bellavista,Paper Signal,Latin,Colombia,0.4,laptop,1
290,2024-03-25,Tundra Post,Paper Ferry,Electronic,Iceland,5.65,tablet,0
291,2024-03-25,Sara Lindqvist,Northern Radio,Pop,Sweden,0.4,car,0
292,2024-03-25,Kito Ndungu,Salt Ferry,Afrobeat,Kenya,2.69,phone,0
293,2024-03-26,DJ Kompas,Paper Signal,Electronic,Netherlands,6.19,phone,0
294,2024-03-26,Fjord & Flint,Blue Ferry,Folk,Norway,3.26,phone,0
295,2024-03-26,The Quiet Wires,Golden Season,Rock,United States,3.7,phone,0
296,2024-03-26,Sara Lindqvist,Northern Radio,Pop,Sweden,0.8,laptop,1
297,2024-03-27,The Quiet Wires,Harbour Orbit,Rock,United States,2.07,phone,0
298,2024-03-27,Sara Lindqvist,Midnight Orbit,Pop,Sweden,2.51,tablet,0
299,2024-03-27,Lagos Tape Club,Winter Rooms,Afrobeat,Nigeria,3.85,laptop,0
300,2024-03-27,The Quiet Wires,Harbour Orbit,Rock,United States,4.15,phone,0
301,2024-03-27,The Tuesday Club,Amber Harbour,Pop,United Kingdom,3.58,phone,0
302,2024-03-27,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,2.47,phone,0
303,2024-03-27,Luz de Enero,Paper Window,Latin,Spain,5.87,laptop,0
304,2024-03-27,Sara Lindqvist,Slow Mornings,Pop,Sweden,2.93,car,0
305,2024-03-28,Brannon Hill,Static Weather,Folk,Ireland,5.05,laptop,0
306,2024-03-28,Nora Whitlock,Northern Rooms,Pop,United States,2.86,phone,0
307,2024-03-28,Nora Whitlock,Northern Rooms,Pop,United States,1.47,phone,0
308,2024-03-29,Kito Ndungu,Hollow Machines,Afrobeat,Kenya,3.63,laptop,0
309,2024-03-29,Salon Mécanique,Hollow Parade,Jazz,Belgium,8.83,phone,0
310,2024-03-29,Sara Lindqvist,Midnight Orbit,Pop,Sweden,4.49,phone,0
311,2024-03-29,Glass Tram,Broken Lines,Electronic,Germany,6.3,phone,0
312,2024-03-30,Yuki Tanaka Trio,Golden Machines,Jazz,Japan,6.84,laptop,0
313,2024-03-30,Static Meadow,Paper Parade,Rock,United States,3.67,speaker,0
314,2024-03-30,Nora Whitlock,Bright Garden,Pop,United States,4.04,laptop,0
315,2024-03-30,The Quiet Wires,Open Mornings,Rock,United States,4.55,phone,0
316,2024-03-31,Hertz Garden,Broken Kitchen,Electronic,Germany,1.58,speaker,1
317,2024-03-31,Kanto Kids,Bright Machines,Pop,Philippines,2.36,speaker,0
